*** 2025-11-15  05:52:19 *** (restart)
FD : yesterday at 06:21 <=> yesterday at 19:53 : AG

_*** 2025-11-16  05:48:03 ***_

_*** 2025-11-16  05:51:09 ***_

_*** 2025-11-16  05:54:15 ***_

_*** 2025-11-16  05:57:21 ***_

_*** 2025-11-16  06:00:27 ***_

_*** 2025-11-16  06:03:33 ***_

_*** 2025-11-16  06:06:39 ***_

_*** 2025-11-16  06:09:44 ***_

_*** 2025-11-16  06:12:50 ***_

_*** 2025-11-16  06:15:56 ***_

_*** 2025-11-16  06:19:02 ***_

_*** 2025-11-16  06:22:08 ***_

_*** 2025-11-16  06:25:14 ***_

_*** 2025-11-16  06:28:20 ***_

_*** 2025-11-16  06:31:26 ***_

_*** 2025-11-16  06:34:32 ***_

_*** 2025-11-16  06:37:38 ***_

_*** 2025-11-16  06:40:43 ***_

_*** 2025-11-16  06:43:49 ***_

_*** 2025-11-16  06:46:55 ***_

_*** 2025-11-16  06:50:01 ***_

_*** 2025-11-16  06:53:07 ***_

_*** 2025-11-16  06:56:13 ***_

_*** 2025-11-16  06:59:19 ***_

_*** 2025-11-16  07:02:25 ***_

_*** 2025-11-16  07:05:31 ***_

_*** 2025-11-16  07:08:37 ***_

_*** 2025-11-16  07:11:43 ***_

_*** 2025-11-16  07:14:48 ***_

_*** 2025-11-16  07:17:55 ***_

_*** 2025-11-16  07:21:01 ***_

_*** 2025-11-16  07:24:07 ***_

_*** 2025-11-16  07:27:13 ***_

_*** 2025-11-16  07:30:18 ***_

_*** 2025-11-16  07:33:24 ***_

_*** 2025-11-16  07:36:30 ***_

_*** 2025-11-16  07:39:36 ***_

_*** 2025-11-16  07:42:42 ***_

_*** 2025-11-16  07:45:48 ***_

_*** 2025-11-16  07:48:54 ***_

_*** 2025-11-16  07:52:00 ***_

_*** 2025-11-16  07:55:06 ***_

_*** 2025-11-16  07:58:12 ***_

_*** 2025-11-16  08:01:18 ***_

_*** 2025-11-16  08:04:23 ***_

_*** 2025-11-16  08:07:29 ***_

_*** 2025-11-16  08:10:35 ***_

_*** 2025-11-16  08:13:41 ***_

_*** 2025-11-16  08:16:47 ***_

_*** 2025-11-16  08:19:53 ***_

_*** 2025-11-16  08:22:59 ***_

_*** 2025-11-16  08:26:05 ***_

_*** 2025-11-16  08:29:11 ***_

_*** 2025-11-16  08:32:17 ***_

_*** 2025-11-16  08:35:23 ***_

_*** 2025-11-16  08:38:28 ***_

_*** 2025-11-16  08:41:34 ***_

_*** 2025-11-16  08:44:40 ***_

_*** 2025-11-16  08:47:46 ***_

_*** 2025-11-16  08:50:52 ***_

_*** 2025-11-16  08:53:58 ***_

_*** 2025-11-16  08:57:04 ***_

_*** 2025-11-16  09:00:10 ***_

_*** 2025-11-16  09:03:16 ***_

_*** 2025-11-16  09:06:21 ***_

_*** 2025-11-16  09:09:27 ***_

_*** 2025-11-16  09:12:33 ***_

_*** 2025-11-16  09:15:39 ***_

_*** 2025-11-16  09:18:45 ***_

_*** 2025-11-16  09:21:51 ***_

_*** 2025-11-16  09:24:57 ***_

_*** 2025-11-16  09:28:03 ***_

_*** 2025-11-16  09:31:09 ***_

_*** 2025-11-16  09:34:15 ***_

_*** 2025-11-16  09:37:21 ***_

_*** 2025-11-16  09:40:27 ***_

_*** 2025-11-16  09:43:33 ***_

_*** 2025-11-16  09:46:39 ***_

_*** 2025-11-16  09:49:45 ***_

